"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE"
"2162","032850","비트컴퓨터","9,370","60","+0.64%","500","1,558","16,623",1.2,"209,006","26.10","15.57"
"2163","260930","씨티케이코스메틱스","15,350","150","+0.99%","500","1,554","10,122",0,"3,530","264.66","4.54"
"2164","138360","에이씨티","4,480","0","0.00%","500","1,551","34,612",11.81,"0","-57.44","-0.17"
"2165","357550","석경에이티","28,300","200","+0.71%","500","1,544","5,455",0.13,"238,147","N/A","11.70"
"2166","048550","SM C&C","1,630","5","+0.31%","500","1,542","94,610",2.91,"477,589","-44.05","3.24"
"2167","114810","아이원스","6,030","130","+2.20%","500","1,538","25,503",4.66,"327,912","38.90","N/A"
"2168","051980","센트럴바이오","2,555","145","-5.37%","500","1,530","59,885",0.8,"1,149,809","-17.74","-41.23"
"2169","114450","KPX생명과학","10,150","570","+5.95%","500","1,522","15,000",1.69,"477,503","-10,150.00","2.00"
"2170","089140","넥스턴","12,800","350","+2.81%","500","1,516","11,847",1.56,"233,625","-290.91","5.89"
"2171","265740","엔에프씨","16,950","300","+1.80%","100","1,514","8,932",0.18,"342,836","18.34","39.97"
"2172","042600","새로닉스","12,150","1,050","+9.46%","500","1,509","12,424",0.82,"223,539","53.52","-2.43"
"2173","130580","나이스디앤비","9,760","90","+0.93%","500","1,503","15,400",44.27,"17,881","13.15","21.19"
"2174","052330","코텍","9,640","150","+1.58%","500","1,501","15,575",24.54,"68,367","52.68","N/A"
"2175","239340","줌인터넷","5,580","40","+0.72%","100","1,500","26,882",0.16,"313,024","164.12","N/A"
"2176","066620","국보디자인","19,950","1,450","+7.84%","500","1,496","7,500",10.56,"83,711","8.22","13.75"
"2177","092870","엑시콘","14,400","300","+2.13%","500","1,494","10,374",1.92,"97,267","18.09","-6.82"
"2178","014470","부방","2,480","0","0.00%","500","1,489","60,052",0.11,"136,552","-12.65","-4.69"
"2179","011370","서한","1,475","20","+1.37%","500","1,488","100,895",7.08,"918,604","7.97","3.28"
"2180","042420","네오위즈홀딩스","16,800","500","+3.07%","500","1,488","8,857",8.12,"45,290","3.44","6.57"
"2181","347890","엠투아이","17,700","50","-0.28%","100","1,487","8,399",0.39,"148,896","22.12","16.20"
"2182","142760","바이오리더스","5,420","0","0.00%","500","1,486","27,412",0,"101,666","-4.6","-118.55"
"2183","115160","휴맥스","5,110","110","+2.20%","500","1,483","29,020",7.59,"529,300","-2.14","5.04"
"2184","088290","이원컴포텍","7,970","100","+1.27%","500","1,482","18,599",14.95,"350,639","-332.08","16.80"
"2185","263600","덕우전자","9,300","260","+2.88%","500","1,482","15,930",1.19,"1,024,733","9.82","10.43"
"2186","054620","APS홀딩스","7,240","30","+0.42%","500","1,477","20,394",1.78,"88,191","82.27","-1.22"
"2187","238490","힘스","13,050","100","+0.77%","500","1,476","11,312",0.4,"130,423","7.35","14.90"
"2188","106190","하이텍팜","20,800","800","+4.00%","500","1,474","7,089",42.13,"78,195","-26.2","-4.18"
"2189","241710","코스메카코리아","13,800","250","+1.85%","500","1,474","10,680",1.1,"129,662","79.77","3.85"
"2190","094480","갤럭시아머니트리","3,750","65","+1.76%","500","1,471","39,230",0.56,"158,201","16.82","10.04"
"2191","206400","베노홀딩스","6,540","100","-1.51%","500","1,469","22,457",0,"122,275","-7.09","9.26"
"2192","290380","대유","16,200","400","+2.53%","500","1,466","9,052",3.47,"137,702","30.57","7.91"
"2193","057680","티사이언티픽","3,120","70","-2.19%","500","1,465","46,956",0.26,"165,138","107.59","5.55"
"2194","171120","라이온켐텍","7,750","300","+4.03%","500","1,464","18,894",2.57,"73,025","11.35","10.14"
"2195","096240","청담러닝","19,050","300","+1.60%","500","1,462","7,675",2.2,"36,409","32.34","12.06"
"2196","060590","씨티씨바이오","6,930","70","+1.02%","500","1,458","21,046",1.19,"61,613","-6.6","-17.00"
"2197","109740","디에스케이","7,150","80","+1.13%","500","1,455","20,355",1.22,"86,859","-17.79","5.71"
"2198","122310","제노레이","9,990","290","+2.99%","500","1,454","14,554",5.43,"145,928","10.93","25.33"
"2199","263700","케어랩스","8,420","150","-1.75%","500","1,451","17,236",0.34,"408,972","27.79","0.96"
"2200","007330","푸른저축은행","9,580","580","+6.44%","1,000","1,445","15,083",2.85,"2,404,688","5.63","9.59"
"2201","073560","우리손에프앤지","2,085","30","+1.46%","500","1,444","69,238",0.98,"922,351","16.16","2.32"
"2202","056080","유진로봇","3,845","30","+0.79%","500","1,442","37,512",12.68,"720,553","-7.34","-29.14"
"2203","179290","엠아이텍","4,625","30","-0.64%","500","1,442","31,183",1.12,"196,530","25.27","7.88"
"2204","246710","티앤알바이오팹","17,100","700","-3.93%","500","1,442","8,431",0.44,"388,697","-26.47","-22.72"
"2205","032820","우리기술","1,130","25","+2.26%","500","1,441","127,508",1.97,"1,305,699","-86.92","-33.29"
"2206","067390","아스트","5,610","50","-0.88%","500","1,441","25,680",0.3,"293,295","-5.05","-0.50"
"2207","100590","머큐리","9,740","10","+0.10%","500","1,438","14,764",0.49,"130,162","55.98","3.36"
"2208","234100","세원","5,360","130","+2.49%","100","1,436","26,789",0.37,"1,284,244","23.93","N/A"
"2209","094850","참좋은여행","10,250","100","+0.99%","500","1,435","14,000",0.33,"248,413","12.32","25.44"
"2210","190510","나무가","20,850","150","-0.71%","500","1,433","6,871",0.84,"72,766","44.84","-0.94"
"2211","013310","아진산업","3,760","175","+4.88%","500","1,430","38,024",3.27,"6,969,965","14.35","7.47"
"2212","034940","조아제약","4,600","35","+0.77%","500","1,425","30,980",1.25,"228,632","-200","-1.69"
"2213","141000","비아트론","11,750","700","+6.33%","500","1,423","12,115",2.88,"336,640","12.34","3.67"
"2214","012860","모베이스전자","2,610","95","+3.78%","500","1,422","54,477",1,"1,366,441","-12.14","-8.51"
"2215","053950","경남제약","8,140","60","+0.74%","500","1,420","17,443",1.82,"144,343","-28.97","-10.09"
"2216","037950","엘컴텍","1,675","65","-3.74%","500","1,414","84,448",0.6,"8,075,505","-14.44","1.51"
"2217","148140","비디아이","6,940","220","+3.27%","500","1,414","20,380",0.45,"433,899","-3.83","-0.31"
"2218","035610","솔본","5,170","90","+1.77%","500","1,414","27,346",1.27,"154,071","-27.07","1.28"
"2219","057880","필로시스헬스케어","1,795","115","-6.02%","500","1,413","78,696",0.64,"5,286,792","-3.08","-109.36"
"2220","217820","엔에스","13,100","400","+3.15%","500","1,411","10,770",0.39,"229,357","38.87","14.50"
"2221","253590","네오셈","3,750","10","+0.27%","100","1,409","37,576",0,"287,008","13.69","-4.94"
"2222","277880","티에스아이","15,150","150","+1.00%","500","1,404","9,267",0.07,"141,229","-9.26","-77.28"
"2223","094360","칩스앤미디어","14,500","550","+3.94%","500","1,398","9,640",0.6,"574,486","37.37","14.91"
"2224","001840","이화공영","7,040","240","+3.53%","500","1,394","19,806",1.39,"905,519","163.72","0.63"
"2225","137950","제이씨케미칼","6,260","190","+3.13%","500","1,394","22,268",0.91,"234,216","26.19","13.79"
"2226","041910","에스텍파마","11,700","150","+1.30%","500","1,392","11,898",1.04,"65,656","12.35","15.87"
"2227","036120","SCI평가정보","3,900","0","0.00%","500","1,384","35,500",0.28,"171,991","22.81","25.42"
"2228","299910","베스파","17,100","100","-0.58%","500","1,380","8,072",0.66,"30,327","-6.08","-8.99"
"2229","046140","SBS콘텐츠허브","6,430","40","-0.62%","500","1,380","21,464",1.68,"55,604","32.97","0.36"
"2230","091590","남화토건","11,750","100","+0.86%","500","1,379","11,740",1.48,"50,589","25.38","3.81"
"2231","041460","한국전자인증","6,420","110","+1.74%","500","1,378","21,459",0.98,"187,574","95.82","4.42"
"2232","226360","이엑스티","2,535","60","+2.42%","100","1,377","54,335",5.22,"375,309","-2.72","-12.17"
"2233","062860","티엘아이","13,950","400","-2.79%","500","1,377","9,873",0.06,"223,490","-29.62","2.00"
"2234","185490","아이진","11,750","800","+7.31%","500","1,369","11,649",0.48,"151,366","-9.33","N/A"
"2235","106520","디지탈옵틱","1,075","25","-2.27%","500","1,362","126,727",2.15,"7,115,727","-2.64","-26.37"
"2236","170030","현대공업","8,860","260","+3.02%","500","1,359","15,340",1.2,"317,509","15.94","4.10"
"2237","039340","한국경제TV","5,900","10","-0.17%","500","1,357","23,000",3.06,"75,237","7.90","13.01"
"2238","079810","디이엔티","10,400","200","+1.96%","500","1,356","13,037",1.9,"263,002","-14.88","-39.96"
"2239","322510","제이엘케이","8,980","90","+1.01%","100","1,355","15,094",1.49,"99,990","-12.28","N/A"
"2240","094860","코닉글로리","2,675","15","+0.56%","100","1,355","50,643",3.03,"502,751","-33.44","-24.12"
"2241","080000","에스엔유","3,930","15","+0.38%","500","1,349","34,323",1.26,"264,991","16.17","6.92"
"2242","352940","인바이오","13,350","350","-2.55%","500","1,346","10,084",0.08,"547,122","32.96","4.55"
"2243","148250","알엔투테크놀로지","18,600","900","+5.08%","500","1,346","7,234",2.37,"76,223","46.85","3.38"
"2244","054800","아이디스홀딩스","13,000","100","+0.78%","500","1,345","10,348",8.78,"18,108","-7.85","-5.18"
"2245","327260","메탈라이프","37,400","8,600","+29.86%","500","1,345","3,597",1.06,"539,751","-148.41","6.17"
"2246","086960","한컴MDS","15,100","150","-0.98%","500","1,333","8,829",13.59,"121,131","314.58","7.38"
"2247","065950","웰크론","4,720","160","+3.51%","500","1,333","28,231",1.74,"355,598","-1,573.33","-9.08"
"2248","068940","아이씨케이","3,830","5","+0.13%","200","1,323","34,555",0.32,"197,468","-23.94","0.05"
"2249","014970","삼륭물산","8,750","60","+0.69%","500","1,323","15,125",0.09,"88,497","729.17","0.85"
"2250","037230","한국팩키지","5,290","20","-0.38%","500","1,322","25,000",0.13,"360,978","58.78","4.38"
"2251","265560","영화테크","24,650","750","+3.14%","500","1,318","5,345",0,"71,144","-42.35","-3.20"
"2252","131030","디에이치피코리아","7,950","190","+2.45%","500","1,317","16,565",4.04,"108,871","8.91","14.41"
"2253","002800","신신제약","8,600","190","+2.26%","500","1,305","15,170",0.46,"101,251","76.79","3.86"
"2254","065650","메디프론","3,505","20","+0.57%","500","1,304","37,200",0.44,"87,671","-33.07","-9.65"
"2255","096040","이트론","265","9","+3.52%","200","1,297","489,599",0.57,"7,505,695","-11.04","N/A"
"2256","073640","테라사이언스","2,050","15","+0.74%","100","1,287","62,805",2.8,"174,685","-42.71","-9.72"
"2257","096630","에스코넥","1,970","60","+3.14%","200","1,286","65,266",1.31,"887,011","-4.23","-12.80"
"2258","019660","글로본","4,250","305","+7.73%","500","1,284","30,203",0,"413,019","-24.29","-38.25"
"2259","038060","루멘스","2,665","45","+1.72%","500","1,282","48,103",6.03,"687,470","-2.41","-41.78"
"2260","072870","메가스터디","10,750","0","0.00%","500","1,282","11,921",35.72,"59,170","8.68","4.83"
"2261","090710","휴림로봇","1,370","0","0.00%","200","1,279","93,385",12.2,"0","10.38","-34.70"
"2262","060240","룽투코리아","5,030","90","+1.82%","500","1,279","25,429",42.43,"396,227","-9.49","2.34"
"2263","089890","코세스","7,710","30","-0.39%","500","1,279","16,585",6.04,"182,364","16.80","25.95"
"2264","043650","국순당","7,160","70","+0.99%","500","1,279","17,858",0.39,"64,031","22.95","-2.47"
"2265","054220","비츠로시스","5,930","0","0.00%","500","1,278","21,560",10.32,"0","3.19","0.14"
"2266","038460","바이오스마트","6,350","120","+1.93%","500","1,276","20,088",2.18,"173,704","39.20","23.82"
"2267","012340","뉴인텍","4,235","330","+8.45%","500","1,272","30,045",2.93,"2,018,466","-211.75","-5.33"
"2268","317120","라닉스","13,250","150","+1.15%","500","1,271","9,596",0.98,"514,458","-147.22","-1.19"
"2269","060900","대한그린파워","829","13","+1.59%","100","1,271","153,287",0.19,"4,790,045","-10.91","-55.07"
"2270","036560","영풍정밀","8,060","60","+0.75%","500","1,269","15,750",5.98,"81,803","9.34","4.42"
"2271","111870","삼본전자","1,315","5","-0.38%","500","1,269","96,522",0.7,"1,361,560","-1.93","-14.38"
"2272","131220","대한과학","17,000","200","+1.19%","500","1,267","7,454",0.69,"368,094","88.54","4.55"
"2273","042510","라온시큐어","3,385","115","+3.52%","500","1,266","37,391",0.73,"354,520","-22.87","10.15"
"2274","053450","세코닉스","9,260","280","+3.12%","500","1,266","13,667",6.96,"437,686","-2.28","-14.76"
"2275","225220","제놀루션","26,450","1,650","+6.65%","500","1,265","4,784",0,"125,874","-357.43","-5.02"
"2276","053980","오상자이엘","7,110","230","+3.34%","500","1,262","17,748",0.84,"87,310","17.26","-33.88"
"2277","051360","토비스","7,520","120","+1.62%","500","1,257","16,717",8.58,"153,953","183.41","11.88"
"2278","263770","유에스티","5,300","50","+0.95%","100","1,256","23,700",0.32,"178,574","30.11","5.64"
"2279","069540","라이트론","5,420","0","0.00%","500","1,256","23,174",1.33,"0","-2.99","9.78"
"2280","053700","삼보모터스","7,350","350","+5.00%","500","1,256","17,085",0,"475,834","-3.82","-7.41"
"2281","007720","대명소노시즌","1,245","5","-0.40%","500","1,255","100,800",0.87,"486,957","-22.64","47.52"
"2282","127120","디엔에이링크","7,630","920","+13.71%","500","1,251","16,394",5.59,"728,558","-6.93","-89.64"
"2283","048430","유라테크","10,850","300","+2.84%","500","1,250","11,520",0.53,"162,927","32.68","2.15"
"2284","044060","조광ILI","9,720","520","+5.65%","500","1,246","12,821",2.93,"239,758","23.2","6.40"
"2285","065150","MP그룹","1,000","3","+0.30%","100","1,244","124,436",0.37,"513,688","-14.08","4.21"
"2286","063170","서울옥션","7,330","120","+1.66%","500","1,240","16,918",2.76,"823,944","-27.45","-9.25"
"2287","186230","그린플러스","12,850","100","+0.78%","500","1,235","9,608",0.91,"195,053","39.3","8.37"
"2288","119830","아이텍","8,570","70","+0.82%","500","1,234","14,402",0.24,"376,170","-76.52","-18.93"
"2289","105740","디케이락","14,600","50","-0.34%","500","1,234","8,450",0.41,"198,526","27.86","9.57"
"2290","261200","덴티스","1,670","5","-0.30%","100","1,232","73,789",0.15,"449,192","238.57","0.77"
"2291","260660","알리코제약","11,950","150","+1.27%","500","1,231","10,300",0.66,"47,651","11.36","15.10"
"2292","015710","코콤","7,020","50","+0.72%","500","1,231","17,530",2.22,"128,865","17.95","7.12"
"2293","080720","한국유니온제약","15,550","200","+1.30%","500","1,229","7,904",0.24,"90,157","-13.69","0.71"
"2294","026150","특수건설","7,840","490","+6.67%","500","1,225","15,626",0.58,"1,127,733","84.3","0.91"
"2295","014940","오리엔탈정공","2,680","105","-3.77%","500","1,221","45,574",0.39,"2,485,067","6.34","15.92"
"2296","109960","에이프로젠 H&G","682","10","+1.49%","500","1,219","178,695",1.03,"552,683","14.51","-3.16"
"2297","066130","하츠","9,520","670","+7.57%","500","1,219","12,800",2.29,"2,510,112","19.39","2.90"
"2298","200470","에이팩트","6,930","340","+5.16%","500","1,216","17,554",4.12,"193,148","38.29","7.14"
"2299","264660","씨앤지하이테크","14,450","100","+0.70%","500","1,215","8,405",0.82,"68,176","13.23","19.05"
"2300","117670","알파홀딩스","5,830","130","+2.28%","500","1,213","20,814",0.42,"806,246","-6.88","-21.13"
"2301","335890","비올","2,210","20","+0.91%","100","1,210","54,740",0.26,"267,634","36.83","N/A"
"2302","083550","케이엠","11,750","400","+3.52%","500","1,208","10,282",0.8,"93,018","3.77","8.15"
"2303","065170","넥스트BT","1,385","35","+2.59%","500","1,205","86,996",5.04,"582,292","-6.96","-22.43"
"2304","060370","KT서브마린","5,480","280","+5.38%","1,000","1,200","21,900",1.05,"1,518,899","13.6","0.47"
"2305","007680","대원","9,900","350","+3.66%","500","1,196","12,083",0.4,"45,259","19.72","3.38"
"2306","013990","아가방컴퍼니","3,635","20","+0.55%","500","1,195","32,888",4.25,"375,802","-7.48","-11.05"
"2307","005990","매일홀딩스","8,710","60","-0.68%","500","1,195","13,718",1.93,"22,028","-23.35","8.01"
"2308","058630","엠게임","6,100","50","-0.81%","500","1,192","19,544",2.03,"706,121","11.62","21.89"
"2309","258610","이더블유케이","8,230","60","+0.73%","500","1,191","14,475",0.13,"118,819","-3.94","-4.14"
"2310","036090","위지트","1,320","25","+1.93%","500","1,191","90,231",1.12,"2,308,029","101.54","4.20"
"2311","067570","엔브이에이치코리아","4,020","120","+3.08%","500","1,190","29,592",0.76,"258,966","-7.4","7.06"
"2312","204620","글로벌텍스프리","3,065","25","+0.82%","500","1,189","38,795",6.9,"154,907","13.04","7.91"
"2313","046120","오르비텍","4,990","235","+4.94%","500","1,187","23,791",1.73,"635,600","-36.96","1.47"
"2314","224110","에이텍티앤","22,200","250","+1.14%","500","1,185","5,340",0.34,"165,657","47.95","5.28"
"2315","024810","이화전기","165","3","+1.85%","200","1,185","718,312",2.23,"30,580,904","-12.69","0.04"
"2316","041920","메디아나","13,700","50","-0.36%","500","1,185","8,650",0.79,"122,217","10","12.68"
"2317","078890","가온미디어","7,860","170","+2.21%","500","1,185","15,074",4.47,"631,733","18.11","12.08"
"2318","004650","창해에탄올","12,800","150","+1.19%","500","1,176","9,191",2.91,"38,651","5.84","18.59"
"2319","317240","TS트릴리온","2,330","110","+4.95%","100","1,176","50,455",0.01,"74,158","36.41","N/A"
"2320","182360","큐브엔터","3,405","75","+2.25%","100","1,175","34,519",0.52,"211,794","106.41","5.75"
"2321","347770","핌스","16,150","100","-0.62%","500","1,173","7,265",0.11,"66,909","15.5","59.19"
"2322","900250","크리스탈신소재","1,720","25","+1.47%","0","1,166","67,784",20.98,"903,489","4.83","9.01"
"2323","060850","영림원소프트랩","14,300","0","0.00%","500","1,163","8,131",10.12,"27,940","20.03","61.06"
"2324","126600","코프라","5,500","130","+2.42%","500","1,161","21,116",3.17,"637,028","11.75","8.50"
"2325","170920","엘티씨","15,100","350","+2.37%","500","1,159","7,674",0.58,"216,619","58.3","0.87"
"2326","005710","대원산업","5,760","160","+2.86%","500","1,154","20,038",13.53,"21,215","20.57","13.32"
"2327","052220","iMBC","5,000","300","+6.38%","500","1,150","23,000",1.64,"1,322,593","113.64","4.17"
"2328","099750","이지케어텍","18,000","250","+1.41%","500","1,149","6,386",0.28,"15,610","-22.39","-2.26"
"2329","033170","시그네틱스","1,340","30","+2.29%","500","1,149","85,728",1.83,"14,645,253","-4.77","-13.91"
"2330","078140","대봉엘에스","10,350","100","+0.98%","500","1,147","11,087",0.82,"80,345","17.22","7.37"
"2331","090470","제이스텍","7,860","250","+3.29%","500","1,147","14,598",1.06,"73,153","-19.9","1.21"
"2332","069510","에스텍","10,500","250","+2.44%","500","1,146","10,910",55.04,"21,717","10.84","11.74"
"2333","038680","에스넷","7,120","200","+2.89%","500","1,145","16,075",1.53,"497,655","-154.78","8.59"
"2334","950140","잉글우드랩","5,750","380","+7.08%","0","1,142","19,868",12.07,"210,732","56.93","3.85"
"2335","057030","YBM넷","7,000","260","+3.86%","500","1,142","16,313",2.5,"280,892","-97.22","4.24"
"2336","042520","한스바이오메드","11,300","200","+1.80%","500","1,142","10,103",5.62,"66,455","-6.29","-26.39"
"2337","303030","지니틱스","3,200","195","+6.49%","100","1,139","35,591",0.43,"2,442,936","64","1.96"
"2338","038870","에코바이오","9,780","260","+2.73%","500","1,136","11,611",1.03,"131,301","17.72","12.12"
"2339","064800","젬백스링크","1,440","10","+0.70%","100","1,131","78,565",1.23,"1,322,751","12.41","2.76"
"2340","192250","케이사인","1,600","10","+0.63%","100","1,131","70,671",1.04,"1,248,613","20","7.00"
"2341","307930","컴퍼니케이","7,230","80","+1.12%","500","1,129","15,610",0.16,"241,618","11.66","22.88"
"2342","024950","삼천리자전거","8,480","200","+2.42%","500","1,126","13,274",3.09,"128,248","-9.24","-9.21"
"2343","006140","피제이전자","7,500","310","+4.31%","500","1,125","15,000",1.02,"46,732","26.6","4.61"
"2344","014570","고려제약","10,200","0","0.00%","500","1,122","11,000",3,"141,124","12.14","6.09"
"2345","046940","우원개발","6,200","190","+3.16%","500","1,121","18,074",1.21,"252,222","5.63","19.50"
"2346","020710","시공테크","5,580","10","+0.18%","500","1,119","20,048",0.82,"58,206","7.57","15.13"
"2347","229000","젠큐릭스","17,450","300","-1.69%","500","1,117","6,399",0.4,"325,059","-10.27","-197.47"
"2348","241520","DSC인베스트먼트","6,020","270","+4.70%","500","1,116","18,539",5.62,"422,922","9.11","18.82"
"2349","048910","대원미디어","8,870","370","+4.35%","500","1,116","12,579",3.48,"229,690","39.78","1.38"
"2350","900310","컬러레이","2,060","10","+0.49%","0","1,112","54,000",71.3,"581,144","5.72","16.67"
"2351","256150","한독크린텍","27,100","800","-2.87%","500","1,109","4,091",1.69,"67,015","14.54","20.38"
"2352","039290","인포뱅크","12,750","500","+4.08%","500","1,108","8,694",0.31,"3,509,530","122.6","1.59"
"2353","040160","누리텔레콤","9,170","170","+1.89%","500","1,105","12,056",32.68,"110,912","8.39","13.73"
"2354","090740","아이엠이연이","5,770","480","-7.68%","500","1,104","19,126",0.15,"2,275,443","-2.07","9.34"
"2355","043220","에이치엘비파워","1,210","40","+3.42%","500","1,102","91,115",0.33,"1,074,806","110","3.56"
"2356","056730","포스링크","1,550","0","0.00%","500","1,096","70,704",2.13,"0","-0.22","-113.04"
"2357","083640","인콘","2,575","775","-23.13%","500","1,095","42,506",0.26,"14,654,518","-6.76","-36.60"
"2358","063440","SM Life Design","2,425","150","+6.59%","500","1,094","45,129",0,"4,582,152","-26.08","-6.08"
"2359","274090","켄코아에어로스페이스","11,950","150","+1.27%","500","1,094","9,153",39.94,"556,916","-25.81","-73.70"
"2360","131400","액트","4,765","265","+5.89%","500","1,091","22,891",0.33,"183,086","-11.54","-3.40"
"2361","047770","코데즈컴바인","2,880","135","+4.92%","500","1,090","37,843",0.4,"12,906,027","24.83","17.88"
"2362","072470","우리산업홀딩스","5,760","230","+4.16%","500","1,088","18,887",0.63,"67,640","-128","0.14"
"2363","297890","엘이티","15,250","200","+1.33%","500","1,084","7,109",0.61,"29,144","13.4","30.35"
"2364","208140","정다운","3,330","110","+3.42%","100","1,083","32,530",1.19,"3,241,845","-66.6","1.79"
"2365","066900","디에이피","4,760","45","-0.94%","500","1,083","22,745",0.99,"71,273","32.38","0.98"
"2366","224060","코디엠","410","2","+0.49%","100","1,079","263,234",0.16,"15,396,147","-10.25","9.95"
"2367","060230","이그잭스","1,390","30","+2.21%","500","1,078","77,560",0.8,"308,891","-42.12","-2.29"
"2368","137940","넥스트아이","1,395","0","0.00%","100","1,076","77,116",47.94,"314,219","-9.36","-7.29"
"2369","318410","비비씨","19,850","150","+0.76%","500","1,073","5,404",0.36,"112,411","16.78","19.60"
"2370","038070","서린바이오","13,400","300","+2.29%","500","1,072","8,001",1.4,"132,843","26.17","15.67"
"2371","214270","퓨쳐스트림네트웍스","1,055","10","+0.96%","100","1,070","101,427",0,"862,659","-22.45","6.78"
"2372","143540","영우디에스피","2,475","55","+2.27%","500","1,070","43,232",4.64,"505,279","7.24","-14.96"
"2373","088390","이녹스","11,400","150","+1.33%","500","1,066","9,351",0.3,"106,537","-14.06","-9.23"
"2374","053590","한국테크놀로지","1,005","5","+0.50%","500","1,066","106,023",0.16,"760,315","-8.24","N/A"
"2375","158430","아톤","24,450","400","+1.66%","500","1,064","4,354",0.25,"24,627","-7.87","-40.57"
"2376","036670","KCI","9,440","130","+1.40%","500","1,064","11,270",1.96,"32,608","8.72","18.92"
"2377","237820","플레이디","8,290","10","-0.12%","500","1,063","12,827",0.63,"38,020","41.04","17.67"
"2378","036710","심텍홀딩스","2,605","55","+2.16%","500","1,059","40,664",3.36,"315,287","4.17","-12.11"
"2379","057540","옴니시스템","2,280","10","-0.44%","500","1,059","46,449",0.71,"428,421","-9.08","22.13"
"2380","234300","에스트래픽","5,070","175","+3.58%","500","1,056","20,826",0.41,"306,811","-7.56","-26.33"
"2381","044960","이글벳","8,350","130","+1.58%","500","1,056","12,642",0.44,"216,280","56.04","3.52"
"2382","124500","아이티센","5,300","100","+1.92%","500","1,055","19,907",1.03,"388,394","23.56","1.06"
"2383","002230","피에스텍","5,360","10","+0.19%","500","1,054","19,669",7.37,"116,378","-29.61","1.77"
"2384","263800","데이타솔루션","6,620","90","-1.34%","500","1,050","15,859",0.08,"110,304","827.50","-2.61"
"2385","032860","글로스퍼랩스","10,950","50","-0.45%","500","1,049","9,580",2.66,"241,716","-14.39","-18.24"
"2386","052670","제일바이오","6,990","70","+1.01%","500","1,048","15,000",0.44,"198,980","303.91","6.67"
"2387","104620","노랑풍선","22,000","0","0.00%","500","1,048","4,766",0.63,"50,106","-23.73","-3.44"
"2388","305090","마이크로디지탈","14,350","1,350","+10.38%","500","1,042","7,262",1.03,"103,615","-19.77","-47.20"
"2389","008290","원풍물산","2,550","75","-2.86%","500","1,038","40,694",2.73,"269,406","-20.08","-15.58"
"2390","035620","바른손이앤에이","1,405","5","+0.36%","500","1,033","73,489",1.5,"663,518","-21.95","-22.31"
"2391","021080","에이티넘인베스트","2,150","30","+1.42%","500","1,032","48,000",1.01,"476,858","10.97","8.70"
"2392","095910","에스에너지","7,000","10","-0.14%","500","1,032","14,742",2.01,"305,507","-9.46","-7.92"
"2393","024910","경창산업","2,875","165","+6.09%","500","1,030","35,819",2.21,"214,647","-1.78","-65.12"
"2394","164060","이루다","13,200","200","-1.49%","500","1,029","7,795",0.09,"101,727","26.14","22.96"
"2395","198440","고려시멘트","3,205","155","+5.08%","100","1,025","31,980",0.37,"670,558","36.42","3.88"
"2396","178780","유테크","2,955","135","+4.79%","500","1,022","34,594",0.3,"868,041","-22.22","-14.84"
"2397","222110","팬젠","10,600","550","+5.47%","500","1,022","9,642",9.84,"179,904","-14.87","-39.40"
"2398","073110","엘엠에스","11,450","300","+2.69%","500","1,019","8,896",1.71,"138,996","-5.06","9.17"
"2399","119850","지엔씨에너지","6,250","70","-1.11%","500","1,018","16,296",0.26,"290,121","22.81","8.65"
"2400","217480","에스디생명공학","4,535","35","+0.78%","500","1,017","22,415",0.38,"39,404","-4.86","-20.61"
"2401","052790","액토즈소프트","8,940","230","+2.64%","500","1,013","11,331",50.51,"75,120","5.38","19.76"
"2402","250000","보라티알","15,000","450","+3.09%","500","1,013","6,751",0.26,"74,796","47.32","6.26"
"2403","065710","서호전기","19,650","500","+2.61%","500","1,012","5,150",1.62,"6,986","11.26","22.33"
"2404","290740","액트로","10,050","0","0.00%","500","1,012","10,065",1.19,"47,864","25.12","21.00"
"2405","056700","신화인터텍","3,470","20","-0.57%","500","1,011","29,135",2.97,"646,088","50.29","10.31"
"2406","092600","앤씨앤","4,825","15","-0.31%","500","1,011","20,948",0.96,"583,381","-15.42","-15.64"
"2407","086670","비엠티","12,400","250","+2.06%","500","1,010","8,147",0.96,"207,636","12.90","7.81"
"2408","060310","3S","2,250","40","+1.81%","500","1,008","44,803",1.33,"249,952","-36.29","-3.19"
"2409","215790","이노인스트루먼트","2,490","65","+2.68%","500","1,003","40,283",14.45,"1,040,698","-4.86","-50.28"
"2410","069920","아이에스이커머스","3,875","40","+1.04%","500","1,001","25,826",0.53,"5,683","-5.41","N/A"
"2411","289010","아이스크림에듀","7,770","20","-0.26%","500","1,000","12,864",0.13,"58,552","21.58","8.07"
"2412","223250","드림씨아이에스","17,850","150","-0.83%","500","999","5,596",6.25,"6,937","17.30","48.12"
"2413","036010","아비코전자","7,500","10","+0.13%","500","997","13,293",15.36,"177,599","-28.52","-4.76"
"2414","033830","티비씨","996","20","+2.05%","500","996","100,000",0,"165,685","18.44","5.13"
"2415","071460","위니아딤채","2,760","0","0.00%","500","993","35,967",0.84,"0","6.75","5.92"
"2416","017650","대림제지","10,950","700","+6.83%","500","986","9,000",2.45,"273,329","25.29","1.64"
"2417","056360","코위버","10,050","50","+0.50%","500","985","9,797",2.39,"108,175","8.88","18.91"
